Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes,Release Year,Profit,ROI
Two Girls and a Guy,2057193.0,2315026.0,20331557.5,1000000.0,1998-04-24,r,107.0,fox searchlight,original screenplay,drama,contemporary fiction,james toback,55.0,5.6,3722.0,1998.0,1315026.0,131.5026
Twilight,15055091.0,15055091.0,20331557.5,20000000.0,1998-03-06,r,107.0,paramount pictures,original screenplay,drama,contemporary fiction,unknown,60.0,6.1,4840.0,1998.0,-4944909.0,-24.724545
Twisted,25195050.0,40119848.0,20331557.5,50000000.0,2004-02-27,r,97.0,paramount pictures,original screenplay,thriller/suspense,contemporary fiction,philip kaufman,2.0,4.8,83.0,2004.0,-9880152.0,-19.760304
200 Cigarettes,6852450.0,6852450.0,20331557.5,6000000.0,1999-02-26,r,107.0,paramount pictures,original screenplay,romantic comedy,contemporary fiction,unknown,30.0,5.4,8645.0,1999.0,852450.0,14.207500000000001
The Texas Chainsaw Massacre: The Beginning,39517763.0,50517763.0,15943146.0,16000000.0,2006-10-06,r,90.0,new line,remake,horror,historical fiction,unknown,55.0,5.8,20196.0,2006.0,34517763.0,215.73601875000003
The Texas Chainsaw Massacre,80571655.0,107071655.0,20331557.5,9000000.0,2003-10-17,r,98.0,new line,remake,horror,historical fiction,unknown,36.0,6.1,39172.0,2003.0,98071655.0,1089.6850555555557
Texas Rangers,623374.0,623374.0,20331557.5,38000000.0,2001-11-30,pg-13,107.0,miramax,based on book/short story,western,historical fiction,steve miner,55.0,5.0,2645.0,2001.0,-37376626.0,-98.35954210526316
Tom yum goong,12044087.0,43044087.0,13125985.0,5700000.0,2006-09-08,r,82.0,weinstein co.,original screenplay,action,contemporary fiction,unknown,55.0,6.9,13929.0,2006.0,37344087.0,655.1594210526316
Thank You For Smoking,24793509.0,39232211.0,16660404.0,7500000.0,2006-03-17,r,107.0,fox searchlight,based on book/short story,black comedy,contemporary fiction,jason reitman,55.0,7.8,65340.0,2006.0,31732211.0,423.0961466666667
U2 3D,10363341.0,22664070.0,20331557.5,15000000.0,2008-01-23,g,85.0,national geographic entertainment,based on real life events,concert/performance,factual,catherine owens,55.0,8.3,2090.0,2008.0,7664070.0,51.0938
U-571,77086030.0,127630030.0,20331557.5,62000000.0,2000-04-21,pg-13,116.0,universal,original screenplay,action,historical fiction,jonathan mostow,68.0,6.4,32528.0,2000.0,65630030.0,105.85488709677419
Undercover Brother,38230435.0,38230435.0,20331557.5,25000000.0,2002-05-31,pg-13,86.0,universal,original screenplay,comedy,contemporary fiction,malcolm d. lee,76.0,5.7,14237.0,2002.0,13230435.0,52.92173999999999
Dodgeball: A True Underdog Story,114326736.0,167726736.0,20331557.5,30000000.0,2004-06-18,pg-13,92.0,20th century fox,original screenplay,comedy,contemporary fiction,unknown,55.0,6.6,65329.0,2004.0,137726736.0,459.08912
Ultraviolet,18522064.0,20722064.0,14141779.0,30000000.0,2006-03-03,pg-13,107.0,sony/screen gems,original screenplay,action,science fiction,unknown,9.0,4.0,28547.0,2006.0,-9277936.0,-30.92645333333333
Unaccompanied Minors,16655224.0,21949214.0,7060674.0,25000000.0,2006-12-08,pg,87.0,warner bros.,original screenplay,comedy,contemporary fiction,unknown,55.0,3.7,4133.0,2006.0,-3050786.0,-12.203144
The Unborn,42670410.0,77208315.0,11045109.0,16000000.0,2009-01-09,pg-13,107.0,universal,original screenplay,horror,fantasy,david goyer,11.0,4.5,15331.0,2009.0,61208315.0,382.55196875
Undead,41196.0,187847.0,20331557.5,750000.0,2005-07-01,r,107.0,lionsgate,original screenplay,horror,unknown,unknown,55.0,5.6,6957.0,2005.0,-562153.0,-74.95373333333333
Underworld,51970690.0,95708457.0,20331557.5,22000000.0,2003-09-19,r,121.0,sony pictures,original screenplay,action,contemporary fiction,len wiseman,30.0,6.7,65690.0,2003.0,73708457.0,335.0384409090909
Undiscovered,1069318.0,1069318.0,20331557.5,9000000.0,2005-08-26,pg-13,107.0,lionsgate,original screenplay,romantic comedy,contemporary fiction,unknown,8.0,3.7,1981.0,2005.0,-7930682.0,-88.11868888888888
Undisputed,12398628.0,12398628.0,20331557.5,20000000.0,2002-08-23,r,107.0,miramax,original screenplay,drama,contemporary fiction,walter hill,49.0,5.8,6837.0,2002.0,-7601372.0,-38.006859999999996
Underworld: Evolution,62318875.0,111318875.0,47003121.0,45000000.0,2006-01-20,r,107.0,sony/screen gems,original screenplay,action,fantasy,len wiseman,15.0,6.6,48551.0,2006.0,66318875.0,147.37527777777777
An Unfinished Life,8535575.0,18535575.0,21172686.0,30000000.0,2005-09-09,pg-13,107.0,miramax,original screenplay,drama,contemporary fiction,lasse hallstrom,53.0,7.1,11770.0,2005.0,-11464425.0,-38.214749999999995
Unfaithful,52752475.0,119114494.0,20331557.5,50000000.0,2002-05-08,r,123.0,20th century fox,remake,drama,contemporary fiction,adrian lyne,48.0,6.6,23998.0,2002.0,69114494.0,138.22898800000002
Universal Soldier II: The Return,10447421.0,10717421.0,20331557.5,40000000.0,1999-08-20,r,107.0,sony pictures,original screenplay,action,science fiction,unknown,55.0,3.4,10233.0,1999.0,-29282579.0,-73.20644750000001
Unknown,26403.0,3080493.0,20331557.5,3700000.0,2006-11-03,,85.0,ifc films,original screenplay,thriller/suspense,contemporary fiction,unknown,39.0,6.6,11986.0,2006.0,-619507.0,-16.74343243243243
Danny the Dog,24537621.0,49037621.0,20331557.5,43000000.0,2005-05-13,r,107.0,focus/rogue pictures,original screenplay,action,contemporary fiction,louis leterrier,55.0,7.1,36119.0,2005.0,6037621.0,14.040979069767442
Untraceable,28687835.0,52649951.0,19710582.0,35000000.0,2008-01-25,r,107.0,sony/screen gems,original screenplay,thriller/suspense,contemporary fiction,unknown,15.0,6.1,21922.0,2008.0,17649951.0,50.42843142857143
Up in the Air,83823381.0,166077420.0,17124041.0,30000000.0,2009-12-04,r,107.0,paramount pictures,based on book/short story,drama,contemporary fiction,jason reitman,90.0,6.4,15106.0,2009.0,136077420.0,453.5914
The Upside of Anger,18761993.0,27361993.0,20331557.5,12000000.0,2005-03-11,r,107.0,new line,original screenplay,drama,contemporary fiction,mike binder,55.0,7.0,12317.0,2005.0,15361993.0,128.01660833333332
Urban Legend,38116707.0,72571864.0,20331557.5,14000000.0,1998-09-25,r,100.0,sony pictures,original screenplay,horror,contemporary fiction,unknown,21.0,5.2,19113.0,1998.0,58571864.0,418.37045714285716
Urban Legends: Final Cut,21468807.0,38574362.0,20331557.5,15000000.0,2000-09-22,r,98.0,sony pictures,original screenplay,horror,contemporary fiction,unknown,9.0,3.7,7609.0,2000.0,23574362.0,157.16241333333335
Urbania,1032075.0,1032075.0,20331557.5,225000.0,2000-09-15,r,107.0,lionsgate,based on play,drama,contemporary fiction,unknown,73.0,6.7,2218.0,2000.0,807075.0,358.70000000000005
Valiant,19478106.0,61746888.0,20331557.5,35000000.0,2005-08-19,g,107.0,walt disney pictures,original screenplay,adventure,kids fiction,unknown,30.0,5.6,7158.0,2005.0,26746888.0,76.41968
Valentine,20384136.0,20384136.0,20331557.5,10000000.0,2001-02-02,r,96.0,warner bros.,based on book/short story,horror,contemporary fiction,unknown,9.0,4.3,11435.0,2001.0,10384136.0,103.84136
Cirque du Freak: The Vampire's Assistant,14046595.0,34372469.0,6377527.0,40000000.0,2009-10-23,pg-13,107.0,universal,based on book/short story,action,fantasy,paul weitz,37.0,6.1,9539.0,2009.0,-5627531.0,-14.0688275
The Legend of Bagger Vance,30695227.0,39235486.0,20331557.5,60000000.0,2000-11-03,pg-13,126.0,dreamworks skg,based on book/short story,drama,historical fiction,robert redford,43.0,6.4,21995.0,2000.0,-20764514.0,-34.60752333333333
Raising Victor Vargas,2073984.0,2811439.0,20331557.5,800000.0,2003-03-28,r,107.0,samuel goldwyn films,original screenplay,drama,contemporary fiction,peter sollett,55.0,7.1,3719.0,2003.0,2011439.0,251.429875
In the Valley of Elah,6777741.0,24489150.0,3182650.0,23000000.0,2007-09-14,r,120.0,warner bros.,based on real life events,drama,dramatization,paul haggis,73.0,7.4,27529.0,2007.0,1489150.0,6.474565217391303
Venom,881745.0,881745.0,20331557.5,25000000.0,2005-09-16,r,107.0,miramax/dimension,original screenplay,horror,contemporary fiction,unknown,10.0,4.6,4220.0,2005.0,-24118255.0,-96.47301999999999
Venus,3347411.0,4022411.0,20331557.5,6000000.0,2006-12-21,r,95.0,miramax,original screenplay,drama,contemporary fiction,unknown,89.0,6.4,15106.0,2006.0,-1977589.0,-32.95981666666667
Vanity Fair,16123851.0,19123851.0,20331557.5,23000000.0,2004-09-01,pg-13,107.0,focus features,based on book/short story,drama,historical fiction,mira nair,50.0,6.2,9343.0,2004.0,-3876149.0,-16.852821739130437
V for Vendetta,70511035.0,132511035.0,58723721.0,50000000.0,2006-03-17,r,107.0,warner bros.,based on comic/graphic novel,action,science fiction,james mcteigue,73.0,8.2,224636.0,2006.0,82511035.0,165.02206999999999
The Velocity of Gary,34145.0,34145.0,20331557.5,4000000.0,1999-07-16,r,107.0,sony pictures,unknown,unknown,unknown,unknown,55.0,6.4,15106.0,1999.0,-3965855.0,-99.14637499999999
The Virgin Suicides,4859475.0,4859475.0,20331557.5,6000000.0,2000-04-21,r,107.0,paramount vantage,based on book/short story,black comedy,contemporary fiction,sofia coppola,55.0,7.2,49110.0,2000.0,-1140525.0,-19.00875
Virus,14010690.0,30626690.0,20331557.5,75000000.0,1999-01-15,r,107.0,universal,based on comic/graphic novel,action,science fiction,unknown,9.0,4.5,10487.0,1999.0,-44373310.0,-59.16441333333333
The Visitor,9427026.0,16194905.0,20331557.5,4000000.0,2008-04-11,pg-13,107.0,overture films,original screenplay,comedy,contemporary fiction,unknown,90.0,6.8,318.0,2008.0,12194905.0,304.872625
A Very Long Engagement,6167817.0,59606587.0,20331557.5,55000000.0,2004-11-26,r,107.0,warner bros.,based on book/short story,drama,historical fiction,jean-pierre jeunet,55.0,6.4,15106.0,2004.0,4606587.0,8.375612727272728
Vampires,20268825.0,20268825.0,20331557.5,20000000.0,1998-10-30,r,108.0,sony pictures,based on book/short story,horror,fantasy,john carpenter,33.0,6.8,54.0,1998.0,268825.0,1.344125
Volver,12899867.0,85599867.0,20331557.5,9400000.0,2006-11-03,r,107.0,sony pictures classics,original screenplay,comedy,contemporary fiction,pedro almodovar,92.0,4.4,288.0,2006.0,76199867.0,810.6368829787234
Kurtlar vadisi - Irak,0.0,24906717.0,20331557.5,8300000.0,2006-11-24,unknown,107.0,unknown,original screenplay,action,contemporary fiction,unknown,55.0,5.7,7936.0,2006.0,16606717.0,200.08092771084338
Varsity Blues,52894169.0,54294169.0,20331557.5,16000000.0,1999-01-15,r,104.0,paramount pictures,original screenplay,drama,contemporary fiction,brian robbins,39.0,6.0,18066.0,1999.0,38294169.0,239.33855624999998
National Lampoon's Van Wilder,21005329.0,37975553.0,20331557.5,6000000.0,2002-04-05,r,107.0,artisan,original screenplay,comedy,contemporary fiction,unknown,55.0,6.4,15106.0,2002.0,31975553.0,532.9258833333333
The Wackness,2077046.0,2635650.0,20331557.5,6000000.0,2008-07-03,r,107.0,sony pictures classics,original screenplay,comedy,historical fiction,unknown,69.0,7.1,13257.0,2008.0,-3364350.0,-56.072500000000005
Wag the Dog,43057470.0,64252038.0,20331557.5,15000000.0,1997-12-25,r,120.0,new line,based on book/short story,drama,contemporary fiction,barry levinson,84.0,7.0,36092.0,1997.0,49252038.0,328.34692
Wah-Wah,234750.0,463039.0,20331557.5,7000000.0,2006-05-12,,107.0,idp/goldwyn/roadside,unknown,unknown,unknown,richard e. grant,55.0,6.8,1889.0,2006.0,-6536961.0,-93.38515714285714
Waiting...,16124543.0,16285543.0,37517657.0,1125000.0,2005-10-07,r,93.0,lionsgate,original screenplay,comedy,contemporary fiction,unknown,30.0,6.4,15106.0,2005.0,15160543.0,1347.603822222222
Waking Ned Devine,24793251.0,55193251.0,20331557.5,3000000.0,1998-11-20,pg,91.0,20th century fox,original screenplay,comedy,contemporary fiction,unknown,82.0,6.4,15106.0,1998.0,52193251.0,1739.7750333333333
War,22466994.0,40666994.0,27148376.0,25000000.0,2007-08-24,r,99.0,lionsgate,original screenplay,action,contemporary fiction,unknown,55.0,6.2,28771.0,2007.0,15666994.0,62.667976
"War, Inc.",580862.0,1296184.0,910568.0,10000000.0,2008-05-23,r,107.0,first look,original screenplay,black comedy,contemporary fiction,unknown,29.0,6.4,15106.0,2008.0,-8703816.0,-87.03816
Red Cliff,627047.0,119627047.0,20331557.5,40000000.0,2009-11-20,r,131.0,magnolia pictures,based on real life events,action,dramatization,john woo,55.0,6.4,15106.0,2009.0,79627047.0,199.06761749999998
Water,5529144.0,8119205.0,20331557.5,3000000.0,2006-04-28,pg-13,107.0,fox searchlight,original screenplay,drama,historical fiction,deepa mehta,55.0,6.4,15106.0,2006.0,5119205.0,170.64016666666666
Waitress,19097550.0,22202180.0,23127549.0,1500000.0,2007-05-02,pg-13,107.0,fox searchlight,original screenplay,romantic comedy,contemporary fiction,adrienne shelly,89.0,7.2,20384.0,2007.0,20702180.0,1380.1453333333334
The Wendell Baker Story,127188.0,127188.0,20331557.5,8000000.0,2007-05-18,pg-13,107.0,thinkfilm,original screenplay,comedy,contemporary fiction,luke wilson,55.0,5.5,3535.0,2007.0,-7872812.0,-98.41015
Winter's Bone,5951693.0,5951693.0,20331557.5,2000000.0,2010-06-11,r,100.0,roadside attractions,unknown,drama,unknown,unknown,95.0,8.2,1704.0,2010.0,3951693.0,197.58465
Wonder Boys,19389454.0,33422485.0,20331557.5,35000000.0,2000-02-23,r,111.0,paramount pictures,based on book/short story,comedy,contemporary fiction,curtis hanson,81.0,7.5,31572.0,2000.0,-1577515.0,-4.507185714285714
Waltz with Bashir,2283849.0,11125664.0,20331557.5,2000000.0,2008-12-25,r,107.0,sony pictures classics,based on real life events,documentary,factual,unknown,55.0,6.4,15106.0,2008.0,9125664.0,456.2832
White Chicks,69148997.0,111448997.0,20331557.5,20000000.0,2004-06-23,pg-13,109.0,sony pictures,original screenplay,comedy,contemporary fiction,keenen ivory wayans,15.0,5.0,25970.0,2004.0,91448997.0,457.244985
Wolf Creek,16186348.0,27649774.0,8898756.0,1100000.0,2005-12-25,r,107.0,weinstein co.,based on real life events,horror,dramatization,unknown,55.0,6.3,22594.0,2005.0,26549774.0,2413.615818181818
The Wedding Planner,60400856.0,94728529.0,20331557.5,28000000.0,2001-01-26,pg-13,103.0,sony pictures,original screenplay,romantic comedy,contemporary fiction,adam shankman,16.0,4.8,18717.0,2001.0,66728529.0,238.31617500000002
Wonderland,1060512.0,1060512.0,20331557.5,5500000.0,2003-10-03,r,107.0,lionsgate,based on real life events,drama,dramatization,unknown,35.0,6.6,11966.0,2003.0,-4439488.0,-80.71796363636363
Taking Woodstock,7460204.0,10061080.0,20331557.5,29000000.0,2009-08-26,r,120.0,focus features,based on book/short story,drama,dramatization,ang lee,48.0,6.8,8778.0,2009.0,-18938920.0,-65.30662068965518
The Widow of St. Pierre,3058380.0,3058380.0,20331557.5,13000000.0,2001-03-02,r,107.0,lionsgate,based on real life events,drama,dramatization,unknown,55.0,6.4,15106.0,2001.0,-9941620.0,-76.474
The Wedding Date,31726995.0,47175038.0,20331557.5,15000000.0,2005-02-04,pg-13,107.0,universal,based on book/short story,romantic comedy,contemporary fiction,unknown,10.0,5.5,12205.0,2005.0,32175038.0,214.50025333333335
Tumbleweeds,1350248.0,1788168.0,20331557.5,312000.0,1999-11-24,pg-13,107.0,fine line,based on real life events,drama,dramatization,unknown,84.0,6.4,2152.0,1999.0,1476168.0,473.1307692307692
We Own the Night,28563179.0,54700285.0,22557036.0,28000000.0,2007-10-12,r,117.0,sony pictures,original screenplay,drama,contemporary fiction,james gray,56.0,7.0,38163.0,2007.0,26700285.0,95.35816071428572
We Were Soldiers,78120196.0,114658262.0,20331557.5,70000000.0,2002-03-01,r,138.0,paramount pictures,based on book/short story,drama,dramatization,unknown,62.0,6.9,42580.0,2002.0,44658262.0,63.79751714285714
The World's Fastest Indian,5128124.0,16509706.0,7272519.0,25000000.0,2005-12-07,pg-13,107.0,magnolia pictures,based on real life events,drama,dramatization,roger donaldson,82.0,7.9,19687.0,2005.0,-8490294.0,-33.961176
Les herbes folles,377556.0,1877556.0,20331557.5,14000000.0,2010-06-25,pg,107.0,sony pictures classics,based on book/short story,thriller/suspense,contemporary fiction,unknown,55.0,6.7,915.0,2010.0,-12122444.0,-86.58888571428571
What a Girl Wants,35990505.0,35990505.0,20331557.5,25000000.0,2003-04-04,pg,105.0,warner bros.,remake,comedy,contemporary fiction,dennie gordon,34.0,5.7,12561.0,2003.0,10990505.0,43.96202
Whale Rider,20779666.0,38833352.0,20331557.5,4300000.0,2003-06-06,pg-13,107.0,palm pictures,based on book/short story,drama,contemporary fiction,unknown,90.0,7.7,21814.0,2003.0,34533352.0,803.1012093023255
Walk Hard: The Dewey Cox Story,18317151.0,20575121.0,15734125.0,35000000.0,2007-12-21,r,107.0,sony pictures,original screenplay,comedy,historical fiction,unknown,74.0,6.7,28032.0,2007.0,-14424879.0,-41.21394
Where the Heart Is,33771174.0,40862054.0,20331557.5,15000000.0,2000-04-28,pg-13,120.0,20th century fox,based on book/short story,drama,contemporary fiction,unknown,34.0,6.4,13302.0,2000.0,25862054.0,172.41369333333333
Whipped,4142507.0,4142507.0,20331557.5,3000000.0,2000-09-01,r,107.0,destination films,original screenplay,comedy,contemporary fiction,unknown,13.0,4.2,2973.0,2000.0,1142507.0,38.08356666666667
Whip It,13043363.0,13043363.0,6310163.0,15000000.0,2009-10-02,pg-13,107.0,fox searchlight,based on book/short story,comedy,contemporary fiction,drew barrymore,84.0,7.1,14068.0,2009.0,-1956637.0,-13.044246666666668
Welcome Home Roscoe Jenkins,42436517.0,43607627.0,17066717.0,27500000.0,2008-02-08,pg-13,114.0,universal,original screenplay,comedy,contemporary fiction,malcolm d. lee,23.0,4.5,5700.0,2008.0,16107627.0,58.573189090909096
When a Stranger Calls,47860214.0,66966987.0,13084600.0,15000000.0,2006-02-03,pg-13,107.0,sony/screen gems,remake,horror,contemporary fiction,simon west,9.0,4.7,16505.0,2006.0,51966987.0,346.44658000000004
The White Countess,1669971.0,2814566.0,20331557.5,16000000.0,2005-12-21,pg-13,135.0,sony pictures classics,original screenplay,drama,historical fiction,james ivory,51.0,6.5,2855.0,2005.0,-13185434.0,-82.4089625
Wicker Park,12831121.0,13400080.0,20331557.5,30000000.0,2004-09-03,pg-13,107.0,mgm,remake,thriller/suspense,contemporary fiction,paul mcguigan,24.0,6.9,18987.0,2004.0,-16599920.0,-55.33306666666667
Wild Things,29795299.0,55576699.0,20331557.5,20000000.0,1998-03-20,r,108.0,sony pictures,original screenplay,thriller/suspense,contemporary fiction,unknown,64.0,6.6,40110.0,1998.0,35576699.0,177.883495
Wimbledon,16862585.0,41862585.0,20331557.5,35000000.0,2004-09-17,pg-13,107.0,universal,original screenplay,romantic comedy,contemporary fiction,unknown,60.0,6.3,21996.0,2004.0,6862585.0,19.607385714285712
Because of Winn-Dixie,32647042.0,33589427.0,20331557.5,15000000.0,2005-02-18,pg,107.0,20th century fox,based on book/short story,comedy,contemporary fiction,wayne wang,53.0,6.1,3720.0,2005.0,18589427.0,123.92951333333333
